,id,province,city,area,code_num,create_time,edit_time,code_province,code_city,code_area
34,44,江西省,抚州市,崇仁县,361024000000,12/21/2017 11:18:21,12/21/2017 11:18:21,360000000000,361000000000,361024000000
35,45,新疆维吾尔自治区,塔城地区,沙湾县,654223000000,12/21/2017 11:18:21,12/21/2017 11:18:21,650000000000,654200000000,654223000000
36,47,广西壮族自治区,玉林市,容县,450921000000,12/21/2017 11:18:21,12/21/2017 11:18:21,450000000000,450900000000,450921000000
37,48,四川省,乐山市,井研县,511124000000,12/21/2017 11:18:21,12/21/2017 11:18:21,510000000000,511100000000,511124000000
38,49,安徽省,宣城市,旌德县,341825000000,12/21/2017 11:18:21,12/21/2017 11:18:21,340000000000,341800000000,341825000000
39,50,河北省,石家庄市,晋州市,130183000000,12/21/2017 11:18:21,12/21/2017 11:18:21,130000000000,130100000000,130183000000
40,51,江苏省,宿迁市,宿豫区,321311000000,12/21/2017 11:18:21,12/21/2017 11:18:21,320000000000,321300000000,321311000000
41,53,湖北省,十堰市,房县,420325000000,12/21/2017 11:18:21,12/21/2017 11:18:21,420000000000,420300000000,420325000000
42,54,内蒙古自治区,赤峰市,敖汉旗,150430000000,12/21/2017 11:18:21,12/21/2017 11:18:21,150000000000,150400000000,150430000000
43,55,甘肃省,张掖市,高台县,620724000000,12/21/2017 11:18:21,12/21/2017 11:18:21,620000000000,620700000000,620724000000
44,56,山西省,晋中市,和顺县,140723000000,12/21/2017 11:18:21,12/21/2017 11:18:21,140000000000,140700000000,140723000000
45,57,河北省,保定市,定州市,130682000000,12/21/2017 11:18:21,12/21/2017 11:18:21,130000000000,130600000000,130682000000
46,58,陕西省,渭南市,潼关县,610522000000,12/21/2017 11:18:21,12/21/2017 11:18:21,610000000000,610500000000,610522000000
47,59,西藏自治区,那曲地区,班戈县,542428000000,12/21/2017 11:18:21,12/21/2017 11:18:21,540000000000,542400000000,542428000000
48,60,陕西省,安康市,汉滨区,610902000000,12/21/2017 11:18:21,12/21/2017 11:18:21,610000000000,610900000000,610902000000
49,61,河北省,邢台市,邢台县,130521000000,12/21/2017 11:18:21,12/21/2017 11:18:21,130000000000,130500000000,130521000000
50,62,广西壮族自治区,百色市,德保县,451024000000,12/21/2017 11:18:21,12/21/2017 11:18:21,450000000000,451000000000,451024000000
51,63,贵州省,黔东南苗族侗族自治州,从江县,522633000000,12/21/2017 11:18:21,12/21/2017 11:18:21,520000000000,522600000000,522633000000
52,64,江苏省,苏州市,姑苏区,320508000000,12/21/2017 11:18:21,12/21/2017 11:18:21,320000000000,320500000000,320508000000
53,65,浙江省,绍兴市,上虞区,330604000000,12/21/2017 11:18:21,12/21/2017 11:18:21,330000000000,330600000000,330604000000
54,66,福建省,泉州市,洛江区,350504000000,12/21/2017 11:18:21,12/21/2017 11:18:21,350000000000,350500000000,350504000000
55,67,广东省,珠海市,斗门区,440403000000,12/21/2017 11:18:21,12/21/2017 11:18:21,440000000000,440400000000,440403000000
56,68,陕西省,延安市,富县,610628000000,12/21/2017 11:18:21,12/21/2017 11:18:21,610000000000,610600000000,610628000000
57,69,湖北省,黄冈市,英山县,421124000000,12/21/2017 11:18:21,12/21/2017 11:18:21,420000000000,421100000000,421124000000
58,70,江苏省,常州市,天宁区,320402000000,12/21/2017 11:18:21,12/21/2017 11:18:21,320000000000,320400000000,320402000000
59,72,四川省,阿坝藏族羌族自治州,壤塘县,513230000000,12/21/2017 11:18:21,12/21/2017 11:18:21,510000000000,513200000000,513230000000
60,73,贵州省,黔东南苗族侗族自治州,剑河县,522629000000,12/21/2017 11:18:21,12/21/2017 11:18:21,520000000000,522600000000,522629000000
61,74,安徽省,蚌埠市,龙子湖区,340302000000,12/21/2017 11:18:21,12/21/2017 11:18:21,340000000000,340300000000,340302000000
62,76,广东省,梅州市,蕉岭县,441427000000,12/21/2017 11:18:21,12/21/2017 11:18:21,440000000000,441400000000,441427000000
63,77,四川省,眉山市,彭山区,511403000000,12/21/2017 11:18:21,12/21/2017 14:53:16,510000000000,511400000000,511403000000
64,78,四川省,南充市,阆中市,511381000000,12/21/2017 11:18:21,12/21/2017 11:18:21,510000000000,511300000000,511381000000
65,80,四川省,广安市,邻水县,511623000000,12/21/2017 11:18:21,12/21/2017 11:18:21,510000000000,511600000000,511623000000
66,82,广西壮族自治区,桂林市,阳朔县,450321000000,12/21/2017 11:18:21,12/21/2017 11:18:21,450000000000,450300000000,450321000000
67,83,贵州省,铜仁市,石阡县,520623000000,12/21/2017 11:18:21,12/21/2017 11:18:21,520000000000,520600000000,520623000000
68,84,安徽省,阜阳市,阜南县,341225000000,12/21/2017 11:18:21,12/21/2017 11:18:21,340000000000,341200000000,341225000000
69,85,陕西省,延安市,黄陵县,610632000000,12/21/2017 11:18:21,12/21/2017 11:18:21,610000000000,610600000000,610632000000
70,87,河南省,信阳市,淮滨县,411527000000,12/21/2017 11:18:21,12/21/2017 11:18:21,410000000000,411500000000,411527000000
71,88,河北省,保定市,望都县,130631000000,12/21/2017 11:18:21,12/21/2017 11:18:21,130000000000,130600000000,130631000000
72,89,辽宁省,沈阳市,沈北新区,210113000000,12/21/2017 11:18:21,12/21/2017 11:18:21,210000000000,210100000000,210113000000
73,90,江西省,上饶市,横峰县,361125000000,12/21/2017 11:18:21,12/21/2017 11:18:21,360000000000,361100000000,361125000000
74,91,河南省,商丘市,民权县,411421000000,12/21/2017 11:18:21,12/21/2017 11:18:21,410000000000,411400000000,411421000000
75,92,湖南省,邵阳市,绥宁县,430527000000,12/21/2017 11:18:21,12/21/2017 11:18:21,430000000000,430500000000,430527000000
76,93,湖南省,娄底市,双峰县,431321000000,12/21/2017 11:18:21,12/21/2017 11:18:21,430000000000,431300000000,431321000000
77,94,四川省,巴中市,巴州区,511902000000,12/21/2017 11:18:21,12/21/2017 11:18:21,510000000000,511900000000,511902000000
78,97,云南省,曲靖市,宣威市,530381000000,12/21/2017 11:18:21,12/21/2017 11:18:21,530000000000,530300000000,530381000000
79,98,甘肃省,平凉市,庄浪县,620825000000,12/21/2017 11:18:21,12/21/2017 11:18:21,620000000000,620800000000,620825000000
80,99,湖北省,宜昌市,当阳市,420582000000,12/21/2017 11:18:21,12/21/2017 11:18:21,420000000000,420500000000,420582000000
81,100,西藏自治区,昌都市,八宿县,540326000000,12/21/2017 11:18:21,12/21/2017 14:53:16,540000000000,540300000000,540326000000
82,101,江西省,宜春市,奉新县,360921000000,12/21/2017 11:18:21,12/21/2017 11:18:21,360000000000,360900000000,360921000000
83,102,陕西省,宝鸡市,渭滨区,610302000000,12/21/2017 11:18:21,12/21/2017 11:18:21,610000000000,610300000000,610302000000
84,103,新疆维吾尔自治区,巴音郭楞蒙古自治州,和静县,652827000000,12/21/2017 11:18:21,12/21/2017 11:18:21,650000000000,652800000000,652827000000
85,105,浙江省,杭州市,拱墅区,330105000000,12/21/2017 11:18:21,12/21/2017 11:18:21,330000000000,330100000000,330105000000
86,106,山东省,青岛市,胶州市,370281000000,12/21/2017 11:18:21,12/21/2017 11:18:21,370000000000,370200000000,370281000000
87,107,黑龙江省,齐齐哈尔市,泰来县,230224000000,12/21/2017 11:18:21,12/21/2017 11:18:21,230000000000,230200000000,230224000000
88,108,湖北省,襄阳市,枣阳市,420683000000,12/21/2017 11:18:21,12/21/2017 11:18:21,420000000000,420600000000,420683000000
89,109,江西省,吉安市,永丰县,360825000000,12/21/2017 11:18:21,12/21/2017 11:18:21,360000000000,360800000000,360825000000
90,110,浙江省,嘉兴市,海宁市,330481000000,12/21/2017 11:18:21,12/21/2017 11:18:21,330000000000,330400000000,330481000000
91,111,江西省,九江市,共青城市,360482000000,12/21/2017 11:18:21,12/21/2017 11:18:21,360000000000,360400000000,360482000000
92,112,山东省,临沂市,郯城县,371322000000,12/21/2017 11:18:21,12/21/2017 11:18:21,370000000000,371300000000,371322000000
93,114,四川省,乐山市,马边彝族自治县,511133000000,12/21/2017 11:18:21,12/21/2017 11:18:21,510000000000,511100000000,511133000000
94,115,湖南省,岳阳市,华容县,430623000000,12/21/2017 11:18:21,12/21/2017 11:18:21,430000000000,430600000000,430623000000
95,117,安徽省,淮南市,凤台县,340421000000,12/21/2017 11:18:21,12/21/2017 11:18:21,340000000000,340400000000,340421000000
96,118,黑龙江省,双鸭山市,岭东区,230503000000,12/21/2017 11:18:21,12/21/2017 11:18:21,230000000000,230500000000,230503000000
97,119,河南省,鹤壁市,淇县,410622000000,12/21/2017 11:18:21,12/21/2017 11:18:21,410000000000,410600000000,410622000000
98,120,河北省,石家庄市,元氏县,130132000000,12/21/2017 11:18:21,12/21/2017 11:18:21,130000000000,130100000000,130132000000
99,121,浙江省,嘉兴市,嘉善县,330421000000,12/21/2017 11:18:21,12/21/2017 11:18:21,330000000000,330400000000,330421000000
100,123,福建省,龙岩市,连城县,350825000000,12/21/2017 11:18:21,12/21/2017 11:18:21,350000000000,350800000000,350825000000
101,124,广西壮族自治区,桂林市,临桂区,450312000000,12/21/2017 11:18:21,12/21/2017 11:18:21,450000000000,450300000000,450312000000
102,125,湖南省,益阳市,资阳区,430902000000,12/21/2017 11:18:21,12/21/2017 11:18:21,430000000000,430900000000,430902000000
103,126,广东省,汕头市,潮阳区,440513000000,12/21/2017 11:18:21,12/21/2017 11:18:21,440000000000,440500000000,440513000000
104,127,广西壮族自治区,梧州市,藤县,450422000000,12/21/2017 11:18:21,12/21/2017 11:18:21,450000000000,450400000000,450422000000
105,128,湖北省,随州市,广水市,421381000000,12/21/2017 11:18:21,12/21/2017 11:18:21,420000000000,421300000000,421381000000
106,129,浙江省,丽水市,松阳县,331124000000,12/21/2017 11:18:21,12/21/2017 11:18:21,330000000000,331100000000,331124000000
107,130,湖南省,衡阳市,蒸湘区,430408000000,12/21/2017 11:18:21,12/21/2017 11:18:21,430000000000,430400000000,430408000000
108,131,河北省,张家口市,赤城县,130732000000,12/21/2017 11:18:21,12/21/2017 11:18:21,130000000000,130700000000,130732000000
109,132,安徽省,蚌埠市,淮上区,340311000000,12/21/2017 11:18:21,12/21/2017 11:18:21,340000000000,340300000000,340311000000
110,134,江西省,九江市,星子县,360427000000,12/21/2017 11:18:21,12/21/2017 11:18:21,360000000000,360400000000,360427000000
111,135,广东省,潮州市,潮安区,445103000000,12/21/2017 11:18:21,12/21/2017 11:18:21,440000000000,445100000000,445103000000
112,136,四川省,南充市,顺庆区,511302000000,12/21/2017 11:18:21,12/21/2017 11:18:21,510000000000,511300000000,511302000000
113,137,广东省,茂名市,茂南区,440902000000,12/21/2017 11:18:21,12/21/2017 11:18:21,440000000000,440900000000,440902000000
114,138,西藏自治区,那曲地区,比如县,542423000000,12/21/2017 11:18:21,12/21/2017 11:18:21,540000000000,542400000000,542423000000
115,139,湖南省,娄底市,冷水江市,431381000000,12/21/2017 11:18:21,12/21/2017 11:18:21,430000000000,431300000000,431381000000
116,141,山西省,运城市,平陆县,140829000000,12/21/2017 11:18:21,12/21/2017 11:18:21,140000000000,140800000000,140829000000
117,142,安徽省,滁州市,全椒县,341124000000,12/21/2017 11:18:21,12/21/2017 11:18:21,340000000000,341100000000,341124000000
118,143,辽宁省,葫芦岛市,连山区,211402000000,12/21/2017 11:18:21,12/21/2017 11:18:21,210000000000,211400000000,211402000000
119,144,山西省,长治市,郊区,140411000000,12/21/2017 11:18:21,12/21/2017 11:18:21,140000000000,140400000000,140411000000
120,145,浙江省,宁波市,北仑区,330206000000,12/21/2017 11:18:21,12/21/2017 11:18:21,330000000000,330200000000,330206000000
121,146,江苏省,常州市,溧阳市,320481000000,12/21/2017 11:18:21,12/21/2017 11:18:21,320000000000,320400000000,320481000000
122,147,四川省,成都市,新都区,510114000000,12/21/2017 11:18:21,12/21/2017 11:18:21,510000000000,510100000000,510114000000
123,149,辽宁省,沈阳市,大东区,210104000000,12/21/2017 11:18:21,12/21/2017 11:18:21,210000000000,210100000000,210104000000
124,150,云南省,普洱市,镇沅彝族哈尼族拉祜族自治县,530825000000,12/21/2017 11:18:21,12/21/2017 11:18:21,530000000000,530800000000,530825000000
125,151,云南省,昆明市,富民县,530124000000,12/21/2017 11:18:21,12/21/2017 11:18:21,530000000000,530100000000,530124000000
126,153,河南省,安阳市,北关区,410503000000,12/21/2017 11:18:21,12/21/2017 11:18:21,410000000000,410500000000,410503000000
127,155,甘肃省,金昌市,永昌县,620321000000,12/21/2017 11:18:21,12/21/2017 11:18:21,620000000000,620300000000,620321000000
128,156,湖南省,湘西土家族苗族自治州,保靖县,433125000000,12/21/2017 11:18:21,12/21/2017 11:18:21,430000000000,433100000000,433125000000
129,157,福建省,宁德市,福安市,350981000000,12/21/2017 11:18:21,12/21/2017 11:18:21,350000000000,350900000000,350981000000
130,158,山西省,朔州市,应县,140622000000,12/21/2017 11:18:21,12/21/2017 11:18:21,140000000000,140600000000,140622000000
131,159,河南省,平顶山市,新华区,410402000000,12/21/2017 11:18:21,12/21/2017 11:18:21,410000000000,410400000000,410402000000
132,160,四川省,宜宾市,筠连县,511527000000,12/21/2017 11:18:21,12/21/2017 11:18:21,510000000000,511500000000,511527000000
133,162,吉林省,长春市,朝阳区,220104000000,12/21/2017 11:18:21,12/21/2017 11:18:21,220000000000,220100000000,220104000000
134,164,山东省,济宁市,曲阜市,370881000000,12/21/2017 11:18:21,12/21/2017 11:18:21,370000000000,370800000000,370881000000
135,166,广西壮族自治区,柳州市,城中区,450202000000,12/21/2017 11:18:21,12/21/2017 11:18:21,450000000000,450200000000,450202000000
136,167,湖南省,湘潭市,雨湖区,430302000000,12/21/2017 11:18:21,12/21/2017 11:18:21,430000000000,430300000000,430302000000
137,168,云南省,文山壮族苗族自治州,麻栗坡县,532624000000,12/21/2017 11:18:21,12/21/2017 11:18:21,530000000000,532600000000,532624000000
138,169,江西省,抚州市,东乡县,361029000000,12/21/2017 11:18:21,12/21/2017 11:18:21,360000000000,361000000000,361029000000
139,170,广西壮族自治区,河池市,环江毛南族自治县,451226000000,12/21/2017 11:18:21,12/21/2017 11:18:21,450000000000,451200000000,451226000000
140,171,河北省,保定市,清苑县,130622000000,12/21/2017 11:18:21,12/21/2017 14:53:33,130000000000,130600000000,130622000000
141,172,河南省,南阳市,内乡县,411325000000,12/21/2017 11:18:21,12/21/2017 11:18:21,410000000000,411300000000,411325000000
142,174,湖南省,怀化市,会同县,431225000000,12/21/2017 11:18:21,12/21/2017 11:18:21,430000000000,431200000000,431225000000
143,175,四川省,甘孜藏族自治州,白玉县,513331000000,12/21/2017 11:18:21,12/21/2017 11:18:21,510000000000,513300000000,513331000000
144,178,陕西省,渭南市,白水县,610527000000,12/21/2017 11:18:21,12/21/2017 11:18:21,610000000000,610500000000,610527000000
145,179,西藏自治区,阿里地区,日土县,542524000000,12/21/2017 11:18:21,12/21/2017 11:18:21,540000000000,542500000000,542524000000
146,180,新疆维吾尔自治区,乌鲁木齐市,达坂城区,650107000000,12/21/2017 11:18:21,12/21/2017 11:18:21,650000000000,650100000000,650107000000
147,181,四川省,阿坝藏族羌族自治州,汶川县,513221000000,12/21/2017 11:18:21,12/21/2017 11:18:21,510000000000,513200000000,513221000000
148,182,四川省,广元市,苍溪县,510824000000,12/21/2017 11:18:21,12/21/2017 11:18:21,510000000000,510800000000,510824000000
149,183,海南省,三亚市,海棠区,460202000000,12/21/2017 11:18:21,12/21/2017 14:53:16,460000000000,460200000000,460202000000
150,185,云南省,丽江市,宁蒗彝族自治县,530724000000,12/21/2017 11:18:21,12/21/2017 11:18:21,530000000000,530700000000,530724000000
151,186,黑龙江省,伊春市,乌伊岭区,230714000000,12/21/2017 11:18:21,12/21/2017 11:18:21,230000000000,230700000000,230714000000
152,187,山西省,晋中市,平遥县,140728000000,12/21/2017 11:18:21,12/21/2017 11:18:21,140000000000,140700000000,140728000000
153,189,甘肃省,酒泉市,玉门市,620981000000,12/21/2017 11:18:21,12/21/2017 11:18:21,620000000000,620900000000,620981000000
154,190,四川省,内江市,隆昌县,511028000000,12/21/2017 11:18:21,12/21/2017 11:18:21,510000000000,511000000000,511028000000
155,191,内蒙古自治区,阿拉善盟,阿拉善左旗,152921000000,12/21/2017 11:18:21,12/21/2017 11:18:21,150000000000,152900000000,152921000000
156,192,甘肃省,庆阳市,合水县,621024000000,12/21/2017 11:18:21,12/21/2017 11:18:21,620000000000,621000000000,621024000000
157,193,贵州省,黔东南苗族侗族自治州,三穗县,522624000000,12/21/2017 11:18:21,12/21/2017 11:18:21,520000000000,522600000000,522624000000
158,194,浙江省,金华市,武义县,330723000000,12/21/2017 11:18:21,12/21/2017 11:18:21,330000000000,330700000000,330723000000
159,195,新疆维吾尔自治区,乌鲁木齐市,天山区,650102000000,12/21/2017 11:18:21,12/21/2017 11:18:21,650000000000,650100000000,650102000000
160,196,广东省,深圳市,龙岗区,440307000000,12/21/2017 11:18:21,12/21/2017 11:18:21,440000000000,440300000000,440307000000
161,197,湖南省,长沙市,开福区,430105000000,12/21/2017 11:18:21,12/21/2017 11:18:21,430000000000,430100000000,430105000000
162,198,广东省,河源市,和平县,441624000000,12/21/2017 11:18:21,12/21/2017 11:18:21,440000000000,441600000000,441624000000
163,199,甘肃省,临夏回族自治州,康乐县,622922000000,12/21/2017 11:18:21,12/21/2017 11:18:21,620000000000,622900000000,622922000000
164,201,江西省,赣州市,上犹县,360724000000,12/21/2017 11:18:21,12/21/2017 11:18:21,360000000000,360700000000,360724000000
165,202,内蒙古自治区,呼和浩特市,和林格尔县,150123000000,12/21/2017 11:18:21,12/21/2017 11:18:21,150000000000,150100000000,150123000000
166,203,河北省,保定市,北市区,130603000000,12/21/2017 11:18:21,12/21/2017 14:53:33,130000000000,130600000000,130603000000
167,204,安徽省,亳州市,利辛县,341623000000,12/21/2017 11:18:21,12/21/2017 11:18:21,340000000000,341600000000,341623000000
168,205,海南省,海口市,龙华区,460106000000,12/21/2017 11:18:21,12/21/2017 11:18:21,460000000000,460100000000,460106000000
169,206,吉林省,辽源市,龙山区,220402000000,12/21/2017 11:18:21,12/21/2017 11:18:21,220000000000,220400000000,220402000000
170,207,黑龙江省,大庆市,让胡路区,230604000000,12/21/2017 11:18:21,12/21/2017 11:18:21,230000000000,230600000000,230604000000
171,208,江西省,吉安市,吉州区,360802000000,12/21/2017 11:18:21,12/21/2017 11:18:21,360000000000,360800000000,360802000000
172,209,甘肃省,金昌市,金川区,620302000000,12/21/2017 11:18:21,12/21/2017 11:18:21,620000000000,620300000000,620302000000
173,210,湖北省,恩施土家族苗族自治州,利川市,422802000000,12/21/2017 11:18:21,12/21/2017 11:18:21,420000000000,422800000000,422802000000
174,212,辽宁省,铁岭市,昌图县,211224000000,12/21/2017 11:18:21,12/21/2017 11:18:21,210000000000,211200000000,211224000000
175,213,新疆维吾尔自治区,阿克苏地区,库车县,652923000000,12/21/2017 11:18:21,12/21/2017 11:18:21,650000000000,652900000000,652923000000
176,214,山东省,潍坊市,昌乐县,370725000000,12/21/2017 11:18:21,12/21/2017 11:18:21,370000000000,370700000000,370725000000
177,215,辽宁省,沈阳市,辽中县,210122000000,12/21/2017 11:18:21,12/21/2017 11:18:21,210000000000,210100000000,210122000000
178,217,云南省,临沧市,凤庆县,530921000000,12/21/2017 11:18:21,12/21/2017 11:18:21,530000000000,530900000000,530921000000
179,218,广东省,江门市,鹤山市,440784000000,12/21/2017 11:18:21,12/21/2017 11:18:21,440000000000,440700000000,440784000000
180,219,西藏自治区,昌都市,边坝县,540330000000,12/21/2017 11:18:21,12/21/2017 14:53:16,540000000000,540300000000,540330000000
181,220,河南省,周口市,商水县,411623000000,12/21/2017 11:18:21,12/21/2017 11:18:21,410000000000,411600000000,411623000000
182,221,河南省,平顶山市,湛河区,410411000000,12/21/2017 11:18:21,12/21/2017 11:18:21,410000000000,410400000000,410411000000
183,222,河北省,邯郸市,魏县,130434000000,12/21/2017 11:18:21,12/21/2017 11:18:21,130000000000,130400000000,130434000000
184,223,吉林省,通化市,梅河口市,220581000000,12/21/2017 11:18:21,12/21/2017 11:18:21,220000000000,220500000000,220581000000
185,224,河北省,秦皇岛市,卢龙县,130324000000,12/21/2017 11:18:21,12/21/2017 11:18:21,130000000000,130300000000,130324000000
186,226,西藏自治区,日喀则市,拉孜县,540225000000,12/21/2017 11:18:21,12/21/2017 14:53:16,540000000000,540200000000,540225000000
187,227,甘肃省,临夏回族自治州,积石山保安族东乡族撒拉族自治县,622927000000,12/21/2017 11:18:21,12/21/2017 11:18:21,620000000000,622900000000,622927000000
188,228,湖南省,永州市,江华瑶族自治县,431129000000,12/21/2017 11:18:21,12/21/2017 11:18:21,430000000000,431100000000,431129000000
189,229,贵州省,遵义市,赤水市,520381000000,12/21/2017 11:18:21,12/21/2017 11:18:21,520000000000,520300000000,520381000000
190,230,江苏省,常州市,新北区,320411000000,12/21/2017 11:18:21,12/21/2017 11:18:21,320000000000,320400000000,320411000000
191,232,广西壮族自治区,河池市,金城江区,451202000000,12/21/2017 11:18:21,12/21/2017 11:18:21,450000000000,451200000000,451202000000
192,233,甘肃省,定西市,漳县,621125000000,12/21/2017 11:18:21,12/21/2017 11:18:21,620000000000,621100000000,621125000000
193,234,江西省,赣州市,全南县,360729000000,12/21/2017 11:18:21,12/21/2017 11:18:21,360000000000,360700000000,360729000000
194,235,湖北省,宜昌市,秭归县,420527000000,12/21/2017 11:18:21,12/21/2017 11:18:21,420000000000,420500000000,420527000000
195,236,江苏省,扬州市,宝应县,321023000000,12/21/2017 11:18:21,12/21/2017 11:18:21,320000000000,321000000000,321023000000
196,239,陕西省,咸阳市,永寿县,610426000000,12/21/2017 11:18:21,12/21/2017 11:18:21,610000000000,610400000000,610426000000
197,240,广西壮族自治区,崇左市,宁明县,451422000000,12/21/2017 11:18:21,12/21/2017 11:18:21,450000000000,451400000000,451422000000
198,241,河北省,石家庄市,藁城区,130109000000,12/21/2017 11:18:21,12/21/2017 14:53:16,130000000000,130100000000,130109000000
199,242,湖南省,长沙市,宁乡县,430124000000,12/21/2017 11:18:21,12/21/2017 11:18:21,430000000000,430100000000,430124000000
200,243,广东省,清远市,英德市,441881000000,12/21/2017 11:18:21,12/21/2017 11:18:21,440000000000,441800000000,441881000000
201,245,河南省,洛阳市,吉利区,410306000000,12/21/2017 11:18:21,12/21/2017 11:18:21,410000000000,410300000000,410306000000
202,246,四川省,凉山彝族自治州,雷波县,513437000000,12/21/2017 11:18:21,12/21/2017 11:18:21,510000000000,513400000000,513437000000
203,247,河北省,张家口市,怀安县,130728000000,12/21/2017 11:18:21,12/21/2017 11:18:21,130000000000,130700000000,130728000000
204,248,云南省,昭通市,彝良县,530628000000,12/21/2017 11:18:21,12/21/2017 11:18:21,530000000000,530600000000,530628000000
205,249,新疆维吾尔自治区,阿克苏地区,阿瓦提县,652928000000,12/21/2017 11:18:21,12/21/2017 11:18:21,650000000000,652900000000,652928000000
206,250,内蒙古自治区,赤峰市,红山区,150402000000,12/21/2017 11:18:21,12/21/2017 11:18:21,150000000000,150400000000,150402000000
207,251,山西省,晋城市,沁水县,140521000000,12/21/2017 11:18:21,12/21/2017 11:18:21,140000000000,140500000000,140521000000
208,254,贵州省,遵义市,习水县,520330000000,12/21/2017 11:18:21,12/21/2017 11:18:21,520000000000,520300000000,520330000000
